length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
967,169,11,3,3
282,62,3,2,2
376,68,4,2,2
83,22,1,1,1
741,49,10,2,2
1806,75,24,3,3
1310,130,17,3,3
743,116,9,3,3
1380,120,18,3,4
1569,61,22,3,2
1178,200,14,3,5
1188,50,16,3,2
288,101,2,2,2
1330,52,18,2,2
605,33,8,2,2
1389,195,17,4,5
1841,34,25,3,3
793,186,9,4,4
1322,128,17,3,3
771,58,10,2,2
1696,54,24,3,3
1337,111,17,3,3
1351,23,19,3,3
1883,108,25,4,3
1924,79,26,3,3
427,170,4,3,4
62,193,0,3,4
981,43,13,2,2
127,125,0,3,2
1856,7,29,10,10
1472,1,23,51,46
275,109,2,2,2
113,25,2,1,1
637,4,9,7,6
144,143,0,2,3
1252,36,18,3,3
15,17,0,1,1
791,120,9,3,3
1988,74,27,3,3
980,138,12,3,4
1693,119,22,4,3
1789,149,23,4,4
127,92,1,1,2
1153,168,14,3,4
779,159,9,3,4
1366,70,18,3,2
14,21,0,1,1
1528,85,21,3,3
1956,47,27,4,3
1276,84,17,2,3
512,180,5,3,4
1500,18,23,4,4
354,119,4,2,3
1610,146,21,4,4
1624,165,21,4,4
1433,16,22,4,4
730,132,9,2,3
275,72,3,2,2
421,125,4,3,3
1660,76,23,3,3
1300,81,17,3,3
1209,166,15,3,3
398,39,6,1,2
668,72,8,2,2
969,77,13,2,3
1384,139,17,4,3
553,154,5,2,3
1107,10,17,5,4
946,179,11,4,4
1872,24,27,4,4
362,128,3,3,3
912,91,12,2,3
474,113,6,2,3
1406,50,20,2,2
1845,51,25,4,3
58,146,0,3,3
326,35,5,1,2
1555,155,20,3,4
1149,160,14,4,4
593,151,6,2,3
647,90,8,2,3
1541,120,21,3,4
829,67,11,2,3
1090,96,14,3,3
506,70,7,2,2
1368,199,17,4,5
1846,124,25,3,4
335,33,5,2,1
1895,94,25,2,3
454,30,6,1,2
875,84,11,2,2
230,118,2,2,2
967,99,13,3,3
1616,52,38,3,3
1418,187,18,4,4
106,157,0,2,4
1664,195,21,4,5
585,48,8,2,2
415,124,4,2,3
1478,92,20,3,3
1410,187,17,3,4
1431,180,18,3,4
1894,88,25,3,3
334,169,3,3,3
1779,40,25,4,3
505,74,6,2,2
654,55,9,2,2
192,162,1,3,3
84,164,0,2,3
715,125,9,3,3
210,40,3,1,1
737,187,8,3,5
1098,83,15,3,2
981,30,14,2,3
1920,187,25,4,5
592,121,7,3,3
1415,73,19,2,2
1072,131,13,3,4
875,105,11,3,3
1966,95,26,3,3
1811,160,24,3,4
1677,187,21,4,4
1895,52,26,3,3
54,7,0,1,1
1785,85,25,3,3
851,41,11,1,2
1425,6,22,10,8
1557,129,23,4,3
530,100,6,2,3
303,53,4,1,2
1658,131,22,3,4
954,106,13,2,3
1257,44,17,2,3
552,96,6,3,2
126,134,1,2,3
1349,84,18,3,3
617,98,8,2,3
998,156,12,3,3
318,90,3,2,3
188,120,1,2,3
744,26,11,2,2
1652,29,23,3,3
1935,84,26,3,3
1250,68,17,3,3
1474,147,19,3,4
1641,67,23,3,3
101,24,1,1,1
1168,133,15,3,4
1821,152,23,3,4
639,81,8,2,3
538,19,8,2,2
321,151,2,3,3
419,38,6,1,1
868,28,12,2,2
1927,61,26,3,3
1739,165,23,3,4
1678,96,23,3,3
558,70,7,2,2
1589,88,21,3,3
1128,63,15,2,2
858,175,10,3,4
1500,193,19,4,5
448,104,5,2,3
746,105,9,3,3
781,123,9,3,3
1758,182,23,4,4
311,195,2,3,3
979,175,12,3,4
1045,78,14,2,2
1639,196,21,4,4
1764,66,24,3,3
1251,150,16,3,3
1881,78,26,3,3
568,88,7,2,2
1392,50,19,3,2
1762,158,24,3,4
548,63,7,2,2
778,190,9,3,5
1810,75,25,3,3
727,157,9,3,3
574,38,8,2,2
31,116,0,2,3
1286,114,17,3,3
767,16,11,3,3
594,175,13,5,4
1247,64,17,3,2
632,161,7,3,3
788,60,11,2,2
1092,7,18,7,6
1809,58,25,3,3
1688,185,22,4,5
1764,27,25,4,3
1816,181,24,3,4
577,55,8,2,2
441,156,4,3,4
276,124,3,2,3
1924,136,66,17,7
1680,121,43,6,7
1783,26,49,7,6
79,179,0,6,7
1255,119,31,6,6
1869,12,56,13,12
1449,163,36,7,8
1480,189,36,7,8
1012,62,27,5,5
1083,191,25,7,9
110,3,4,4,3
1537,154,39,7,8
627,57,16,3,4
771,23,21,4,4
1186,169,29,6,8
1734,49,47,5,6
1696,137,44,6,7
1228,136,31,6,7
356,154,6,6,6
1502,121,38,6,7
1791,148,45,7,7
1282,119,32,6,6
1071,15,33,7,6
681,97,16,4,5
44,191,1,6,7
908,25,24,4,4
1543,148,23,4,4
925,141,13,4,4
1923,18,34,6,6
1549,153,23,4,5
1049,55,16,3,3
1290,153,19,4,4
651,138,8,3,3
1621,113,24,4,4
1276,176,18,4,5
191,70,12,3,2
610,70,9,3,3
1231,57,35,16,13
526,30,8,2,2
1946,146,30,4,4
752,34,12,2,3
17,54,1,1,2
1865,126,29,4,4
1664,173,24,4,5
1321,179,18,4,5
1929,15,35,7,6
1575,11,27,7,6
278,153,2,3,4
770,192,10,4,5
1171,175,17,4,4
1754,152,27,4,5
313,26,5,1,1
1081,60,17,3,2
1009,43,16,3,3
202,43,3,1,1
1311,57,21,3,3
1320,52,21,3,3
876,63,13,2,3
1324,179,18,4,4
1179,95,18,3,4
22,7,0,1,1
1452,10,26,8,6
93,122,0,3,3
897,72,14,2,2
307,113,3,3,3
1567,115,24,4,4
1461,55,24,3,4
1822,181,27,4,5
1667,199,24,5,6
1995,68,32,3,4
1453,43,23,3,3
1724,48,28,3,4
39,86,0,2,3
1664,125,25,3,4
1624,41,25,4,3
2,188,0,3,4
1638,49,26,3,3
992,111,14,3,4
621,160,8,4,4
1041,46,17,2,3
937,133,13,3,4
585,164,7,3,4
1695,128,31,3,4
610,184,6,4,4
297,144,3,3,3
347,121,3,2,3
897,189,11,4,4
449,108,5,3,2
1819,170,25,4,4
1589,190,22,4,5
382,20,6,2,2
1004,56,15,2,3
1853,64,28,3,4
1941,153,27,4,5
1290,73,19,2,3
1186,135,16,4,4
1091,146,15,3,3
1513,33,22,4,3
1444,114,20,4,4
1770,16,29,5,4
1912,66,28,4,3
1596,175,22,4,5
117,42,1,1,2
615,138,8,2,3
640,41,9,2,2
937,28,14,3,2
347,167,3,3,4
1956,173,27,4,4
95,98,0,2,3
1093,142,15,3,4
1516,191,20,4,5
862,126,11,2,4
1136,183,14,4,4
497,174,5,4,4
1846,67,28,3,3
987,170,13,3,5
1006,200,13,4,4
1569,198,21,4,5
701,28,11,2,2
7,191,1,3,4
573,127,7,3,3
1346,166,18,4,5
1719,53,25,3,3
842,42,12,3,2
1559,137,22,4,4
805,58,12,2,3
1197,130,16,3,4
132,198,1,3,4
1872,89,27,4,3
907,91,12,3,3
945,18,16,3,3
411,120,4,2,3
1558,137,22,4,4
178,40,2,1,2
178,155,1,3,3
89,172,0,3,4
667,26,10,2,2
900,162,12,3,4
1445,37,22,3,3
1985,84,29,3,4
1923,160,27,3,4
1680,45,25,4,3
1297,14,22,4,4
1471,39,22,3,3
1049,122,14,3,3
1958,175,27,4,4
1194,58,17,3,2
1946,96,28,4,3
786,38,11,2,2
699,109,10,2,3
1301,142,18,3,4
687,32,10,2,2
958,177,13,3,5
245,170,1,3,4
1736,58,26,3,3
1335,143,19,3,4
935,63,13,3,2
1092,166,14,4,4
445,128,5,3,3
1426,66,21,3,3
1226,160,16,4,4
1414,45,19,3,3
323,72,4,1,1
1151,10,18,5,5
1140,195,14,4,4
1527,144,20,4,4
1456,83,19,3,3
616,15,10,2,2
1188,163,14,4,4
1762,21,27,5,4
1210,49,16,3,2
87,172,0,3,3
491,48,7,1,1
1301,129,17,3,4
975,2,15,18,16
783,127,10,2,3
1657,8,26,8,7
125,186,0,3,4
869,19,14,3,3
311,20,5,1,1
490,107,6,2,3
1608,101,22,3,4
1920,3,30,24,21
549,57,7,2,2
640,29,9,2,2
13,20,1,0,1
1389,60,19,3,2
75,115,0,2,2
584,122,7,3,3
1066,10,17,5,4
1320,54,53,3,2
155,167,0,3,3
117,100,0,2,2
1386,126,24,3,3
338,140,3,2,3
1496,31,21,3,3
1077,29,22,4,3
934,123,12,3,3
435,166,4,3,3
767,37,11,2,2
685,67,10,2,2
229,9,3,2,2
1645,25,24,4,3
46,109,0,2,2
782,2,14,15,13
1087,71,14,3,3
778,139,10,3,5
1134,85,31,3,4
1014,138,20,4,5
958,192,11,4,4
355,81,4,2,2
1574,1,25,55,50
1134,92,15,3,3
1520,190,19,4,5
445,110,4,3,2
1312,62,18,3,3
1037,155,13,3,3
1160,12,18,5,4
1109,70,15,3,2
492,32,6,1,1
205,171,1,3,3
1668,137,22,3,3
486,22,7,2,2
1203,193,15,4,5
1234,164,15,3,4
900,11,14,3,3
993,189,12,4,4
1700,159,22,4,4
1141,95,16,2,3
1943,129,26,3,3
1141,103,15,2,3
1457,69,20,3,3
336,142,2,2,3
230,7,4,2,2
380,75,5,2,2
407,197,3,3,4
809,107,10,3,3
971,192,11,4,4
845,25,12,2,2
1526,114,21,3,3
1399,40,20,3,3
1017,3,16,13,12
1564,189,19,3,4
1231,156,15,3,3
1563,66,21,2,3
1654,25,24,3,4
1166,24,16,3,3
640,23,9,2,2
1528,197,19,4,4
871,163,10,3,4
1641,58,23,2,2
351,191,2,3,4
1013,49,14,2,3
1720,40,24,3,3
478,164,5,3,3
1550,104,21,2,3
148,138,0,3,3
1862,120,25,3,3
612,137,7,3,4
452,116,5,3,2
1570,71,22,3,3
1256,154,16,3,4
911,175,10,3,4
1796,27,25,4,3
19,191,0,3,4
1980,153,26,4,4
928,185,11,3,3
1398,19,21,4,4
1612,63,22,3,3
1011,182,12,3,4
1612,42,22,3,2
1097,135,14,3,4
1548,194,19,4,5
440,57,6,1,1
1064,68,14,2,2
494,187,4,3,4
1518,120,20,3,3
857,187,9,4,4
638,46,9,2,2
1405,185,17,3,4
1264,184,16,3,4
1064,23,15,3,2
1308,179,16,4,5
8,64,0,2,1
1930,179,24,4,4
1301,97,17,2,2
1394,51,19,2,3
1709,175,22,4,4
224,83,2,2,2
1766,110,24,4,3
1041,35,15,2,2
1878,132,25,3,4
1689,129,23,3,4
508,17,7,2,2
613,172,6,3,4
1982,22,31,5,4
1965,83,26,3,3
1210,111,16,3,4
1591,133,21,3,3
735,80,9,2,3
1636,29,23,3,3
1617,38,22,3,3
1228,107,16,2,3
270,42,3,2,1
1070,135,14,3,3
43,148,0,2,3
1517,69,21,3,3
1778,7,28,10,9
1531,156,19,4,4
190,154,0,3,3
1325,18,20,4,3
1708,27,25,3,3
1521,51,21,3,2
701,104,8,3,2
1860,57,26,3,3
1524,68,20,2,3
242,141,1,3,3
270,96,2,2,3
1061,129,14,3,3
1148,110,15,2,2
1746,173,22,4,4
647,81,8,2,2
1088,194,13,4,5
768,192,8,4,4
513,30,7,2,1
1650,191,21,4,5
1474,19,23,4,4
533,195,5,3,4
1512,29,21,3,3
120,94,0,1,2
1156,139,15,3,3
840,119,11,3,3
431,90,5,2,2
447,7,7,3,3
372,122,4,2,3
1534,149,20,3,4
1975,96,27,4,3
184,165,1,3,3
1154,88,16,2,3
1042,194,12,3,5
868,42,12,2,3
946,175,11,3,4
1130,55,17,3,3
937,74,13,2,2
1066,123,14,3,5
1346,39,20,3,3
1999,8,31,10,9
750,55,10,2,2
86,195,0,3,4
1165,21,18,2,2
913,94,12,2,3
1307,140,17,3,4
1901,157,80,5,4
819,137,9,3,3
186,57,2,2,2
405,193,15,13,6
1814,35,26,3,3
1240,180,15,3,4
567,179,6,3,4
454,5,8,4,3
240,160,1,3,3
1477,48,20,3,3
819,68,11,2,2
300,190,2,3,4
1318,104,18,3,3
679,54,9,2,2
196,133,1,3,3
1546,109,20,3,3
403,27,5,2,2
260,141,2,2,3
1615,47,23,3,3
1813,79,25,3,3
1863,59,26,3,3
1571,89,21,2,3
1722,8,26,9,8
290,117,3,2,3
181,173,0,3,4
75,32,1,1,1
1227,194,15,4,4
858,168,10,3,4
481,191,5,3,4
1092,191,13,4,4
736,145,8,3,3
1031,162,12,3,4
1461,113,19,3,3
75,122,0,2,2
710,176,8,3,4
193,60,2,2,1
1735,186,22,4,5
1457,136,19,3,4
2000,126,26,3,4
1476,184,18,4,4
461,188,4,4,4
1145,56,16,2,3
1915,63,26,3,3
1748,141,26,3,4
370,2,6,7,7
1487,60,20,2,3
1876,144,25,4,4
263,138,2,3,3
1947,176,25,4,4
1801,85,25,3,3
649,133,7,2,3
998,89,12,2,3
1220,55,17,2,2
1534,162,19,4,4
1131,139,14,3,4
1826,84,25,4,3
582,173,6,3,4
1058,36,14,2,2
1350,2,21,25,22
335,191,2,3,4
871,21,13,2,3
1921,51,27,3,3
1876,64,26,3,3
371,187,3,3,4
70,193,0,3,4
1236,90,17,3,2
73,177,0,3,3
210,69,2,2,2
1480,11,23,6,5
1042,13,16,4,3
825,192,10,3,4
381,169,3,3,3
1859,92,26,3,3
1154,176,14,4,4
15,7,0,1,1
342,128,3,3,3
1763,100,23,3,3
1661,12,25,7,5
484,59,6,2,2
826,38,12,2,2
814,144,10,3,3
782,42,11,2,2
699,2,12,13,12
465,163,5,3,4
395,2,7,8,6
358,182,3,3,4
1445,199,18,4,5
914,116,12,3,3
1854,18,29,5,5
722,68,9,2,3
664,54,9,2,2
581,99,7,2,2
953,188,11,3,4
707,191,7,3,4
1233,172,15,4,4
1938,186,24,4,5
186,158,1,2,3
784,180,9,3,4
565,21,9,2,2
1641,29,23,3,3
491,153,5,3,3
477,92,5,2,2
370,73,4,2,2
1168,108,15,3,3
1763,71,25,3,2
1472,143,19,3,3
710,1,11,26,23
58,77,0,2,2
1732,131,23,2,3
1447,95,19,3,3
667,83,9,2,2
152,158,0,2,3
534,12,9,2,2
1254,176,15,4,4
895,36,12,2,3
1913,158,25,4,4
349,93,3,2,2
1908,200,25,4,5
1434,7,22,9,7
641,123,7,3,3
1741,115,23,3,4
272,96,3,2,3
85,183,0,3,4
861,55,12,2,3
1625,104,22,3,3
348,180,2,3,4
573,54,8,1,1
1961,124,27,3,4
381,67,6,2,2
1991,43,28,3,3
1696,17,26,4,5
1431,180,18,4,5
1374,35,20,3,3
385,154,3,3,3
119,167,0,2,3
1160,105,15,2,3
1823,112,25,3,4
833,24,12,2,2
945,93,12,3,2
370,195,3,3,4
794,79,10,2,2
621,8,10,3,4
1972,189,25,4,5
1300,22,20,3,3
1536,98,20,2,3
438,30,6,2,1
605,156,7,3,3
1978,161,26,4,5
784,116,9,3,3
1281,13,19,5,4
1671,190,21,4,5
1624,65,22,3,3
1676,61,23,3,2
684,60,9,2,2
948,26,13,2,3
479,188,4,4,4
1888,59,26,3,3
1894,149,25,4,4
304,93,3,2,2
591,165,6,3,3
1430,115,19,3,4
300,52,4,1,2
260,37,3,2,1
91,87,0,1,2
810,198,9,4,5
575,166,6,29,4
183,20,2,2,1
1938,157,26,4,4
803,25,11,2,2
1042,136,13,3,4
986,169,12,3,3
217,157,1,3,4
1183,141,15,3,3
812,117,10,3,3
682,80,9,2,2
237,39,3,1,1
1133,2,17,21,19
1678,8,26,9,7
894,138,11,3,3
1645,58,22,2,2
1900,160,25,4,5
738,14,11,3,2
1969,172,26,4,5
1522,69,21,2,2
31,45,0,1,1
1243,3,19,15,14
1998,184,26,4,5
604,38,8,2,2
946,151,11,4,3
922,146,11,3,4
642,200,6,4,4
916,78,12,2,2
28,168,0,2,4
788,6,13,5,5
1050,18,16,3,3
1265,97,17,3,3
614,109,7,2,3
696,3,11,9,8
982,84,12,2,2
1326,192,16,4,4
1641,200,21,4,5
1791,63,25,3,3
694,198,8,3,4
774,169,9,3,4
1195,109,15,3,3
228,139,1,2,3
49,163,0,3,3
316,93,3,2,2
1100,81,18,4,4
676,180,8,3,4
184,24,3,1,1
1614,182,22,4,4
1836,165,24,4,4
28,83,0,1,1
975,135,12,5,3
1959,5,31,15,15
1222,191,15,5,4
1618,11,31,8,6
1961,163,25,4,4
1301,57,18,2,3
419,182,4,3,4
866,92,11,2,2
5,178,0,3,4
444,145,4,3,3
18,65,0,1,2
1864,188,24,4,5
1633,80,22,3,3
770,92,10,2,3
1313,150,17,3,4
1655,69,23,3,3
327,179,2,3,4
791,71,10,2,3
1128,22,17,3,3
346,10,5,2,2
204,68,2,1,1
1124,107,15,3,3
1237,122,16,3,3
1882,15,29,6,5
1449,132,20,3,4
1327,22,20,4,3
941,69,12,2,2
1825,146,24,4,5
962,140,12,3,4
931,94,12,2,2
1984,196,26,4,4
532,38,7,2,2
833,160,10,3,4
900,138,11,3,3
1626,57,22,3,3
1917,48,27,3,3
563,60,7,2,2
165,73,1,2,2
1438,59,19,2,2
2000,84,54,5,3
480,17,8,2,2
1309,70,19,3,3
1804,167,25,4,4
631,176,7,4,4
1952,16,32,6,6
1225,87,18,3,3
332,65,4,2,2
1838,11,31,7,7
1055,39,16,3,2
1188,23,18,4,3
1484,159,20,3,4
1854,4,31,18,16
1604,35,23,3,3
1926,98,28,3,4
721,170,9,3,4
582,169,7,3,4
481,17,8,2,2
454,139,5,3,3
1074,195,14,4,4
1557,144,22,3,4
1411,154,19,3,4
309,130,3,3,3
615,61,8,2,2
1024,73,14,2,3
519,157,5,3,4
1007,57,14,2,2
900,131,13,2,3
1390,145,19,4,4
1313,27,20,3,3
1462,149,20,3,4
907,85,13,2,3
1309,46,20,2,3
693,119,9,3,3
1364,94,19,3,4
1953,109,29,3,3
548,25,8,2,2
1865,184,26,5,5
193,119,1,2,3
163,12,3,1,2
1118,86,16,2,3
1333,118,18,3,4
272,82,3,2,2
1611,133,23,3,4
817,24,12,3,3
1648,44,24,3,3
1675,5,28,13,13
1709,123,24,3,3
946,15,15,4,3
1593,10,27,7,7
1912,124,27,4,4
1618,16,27,5,5
796,193,9,4,5
1085,182,13,3,4
1293,194,17,4,4
691,29,10,2,2
1073,43,16,2,2
1203,161,16,3,4
1653,77,24,3,3
1920,193,26,5,5
1490,158,21,4,4
1899,31,28,4,4
861,155,10,3,4
1447,89,21,3,4
487,51,20,3,2
1009,200,18,6,7
1162,40,17,3,3
850,91,12,2,2
480,68,7,2,2
1841,101,27,3,4
1921,40,27,4,3
757,10,12,4,3
1488,112,20,3,3
1256,58,49,3,2
1309,3,20,28,21
1099,10,17,5,5
1119,114,15,3,3
1311,48,19,2,2
1517,187,20,3,4
274,23,4,1,1
972,3,15,12,11
1238,48,18,2,3
1732,174,22,4,5
817,55,11,2,2
415,93,5,2,2
948,10,14,5,4
1281,166,16,4,4
454,140,5,2,3
551,118,7,2,2
1046,81,14,2,3
1868,40,27,3,3
1109,1,17,39,35
1348,127,18,3,3
1400,86,19,3,3
1789,163,24,3,4
254,187,1,3,4
387,43,5,1,1
603,138,7,3,3
1985,138,26,4,4
1356,184,17,4,5
214,76,2,2,2
299,91,3,2,2
174,137,1,2,2
1114,117,15,3,3
870,104,11,3,3
325,166,2,3,4
452,142,5,3,3
1412,178,17,4,4
1531,156,19,4,4
1404,105,19,3,3
1963,132,26,3,4
438,102,5,2,3
972,141,12,3,3
60,154,0,2,3
960,85,13,2,3
109,112,0,2,2
693,90,8,3,2
1698,59,35,3,3
971,123,12,3,4
760,193,8,4,4
475,199,4,4,4
968,104,13,3,3
895,7,14,5,5
1489,98,20,2,3
10,66,0,2,1
1161,174,14,4,4
827,199,10,3,5
1475,149,19,3,3
584,133,6,3,3
312,68,3,1,2
1093,98,15,2,3
1450,155,19,3,4
918,88,12,2,3
1539,126,20,3,3
51,91,0,2,2
1209,183,15,4,5
1988,118,27,4,4
262,181,1,3,4
632,63,8,2,2
619,192,7,3,4
993,127,20,5,4
1464,21,23,4,3
920,124,24,4,3
1806,106,24,2,3
1179,111,16,3,3
224,177,0,3,3
1391,129,18,3,4
417,31,6,1,1
944,166,12,3,4
869,44,12,2,2
497,9,7,3,3
684,194,8,3,5
755,192,8,4,4
634,166,7,3,4
1794,7,28,10,9
1062,80,14,2,3
1948,80,27,3,3
616,32,8,2,2
450,31,6,2,2
428,106,4,3,2
1094,11,17,5,4
1254,142,16,3,4
507,70,6,2,2
1618,105,22,3,3
168,182,0,3,4
530,60,7,2,2
1180,131,15,3,3
606,36,9,2,1
1462,104,19,3,3
1665,34,24,3,3
1163,143,14,3,3
464,138,5,2,3
520,70,6,2,2
1420,154,18,4,4
1575,129,20,3,3
1060,6,17,7,6
1319,187,16,4,4
1621,192,21,4,4
759,81,10,2,2
1913,50,26,2,2
739,130,9,2,3
1414,166,18,4,4
764,123,9,3,3
90,18,1,1,1
980,151,12,4,3
1810,168,23,4,5
650,158,8,2,3
1269,48,17,3,3
1490,118,19,3,3
1126,36,15,2,2
1722,158,22,3,4
393,57,4,1,2
1882,103,25,4,3
145,159,0,3,3
1212,160,15,3,4
21,71,0,2,2
793,79,10,2,3
1566,125,20,4,3
1720,71,24,3,2
1312,88,18,3,3
1542,73,21,3,3
151,11,2,2,1
208,29,2,2,1
1567,148,21,3,4
385,8,6,3,2
901,127,11,2,3
1780,41,25,3,3
1945,143,26,4,4
1662,25,41,4,4
1997,195,27,5,5
471,197,4,3,4
384,114,4,2,3
332,9,5,2,2
747,81,10,3,3
804,25,12,2,3
1697,157,24,3,4
818,49,12,2,3
1448,6,24,10,9
625,198,6,3,5
590,48,8,2,2
1860,153,26,4,4
1129,177,14,3,4
361,96,4,2,3
1347,96,20,3,3
185,21,2,1,1
1546,20,26,4,4
530,15,9,2,2
411,178,4,3,5
1039,73,15,2,2
720,165,9,3,4
1076,67,31,2,2
1199,19,31,6,5
20,174,0,5,6
1340,82,30,4,4
558,64,12,3,3
1698,19,44,7,6
1283,132,18,4,4
1809,70,37,3,3
1380,110,19,4,3
1471,113,21,4,4
59,141,0,3,3
884,134,11,3,3
549,92,7,2,3
1562,179,21,4,5
1774,114,26,3,3
962,141,12,3,3
1541,40,23,3,3
1988,199,27,4,4
1562,22,26,4,4
464,168,5,3,4
1368,81,20,3,3
1612,26,24,4,4
1537,200,21,4,5
1189,27,18,2,2
1460,172,20,4,4
66,181,0,3,4
1683,200,23,5,5
1253,167,17,4,5
544,7,9,4,3
1528,111,22,3,4
1740,154,24,3,5
1099,81,16,2,2
42,20,0,0,1
459,183,5,3,4
735,25,11,2,2
1108,136,15,3,4
1263,98,18,3,3
1036,197,13,4,5
1901,102,28,4,3
69,148,0,2,4
1331,148,18,3,4
607,110,7,2,3
1036,55,15,3,2
1629,25,25,4,4
1262,87,18,3,3
733,68,10,3,2
863,4,15,9,8
442,63,6,2,2
395,50,6,1,1
1916,8,32,10,10
1577,146,23,3,7
1167,5,28,13,29
1809,138,26,4,4
542,7,8,4,4
1364,129,17,3,3
1447,19,25,4,4
706,68,9,2,2
1724,137,23,4,4
161,78,1,2,2
1661,38,32,3,3
12,188,0,3,3
1141,187,13,3,5
1533,88,21,3,3
1751,145,23,3,4
1664,192,21,4,4
1944,169,26,4,4
323,132,3,2,3
122,19,2,1,1
207,50,2,1,2
710,127,9,3,3
146,48,2,1,2
1929,168,25,4,4
374,194,3,3,4
526,62,7,2,2
1705,54,24,2,2
1717,171,22,4,4
1253,130,16,3,3
1692,137,22,3,4
957,126,12,3,3
815,174,9,4,4
1069,109,14,2,2
485,114,6,2,2
1746,163,23,4,4
793,51,10,2,2
1360,128,26,4,4
1432,62,20,3,2
1640,160,21,4,4
622,122,8,3,3
437,54,6,2,1
719,25,10,2,2
1871,184,24,4,5
1255,102,16,3,3
1454,104,19,3,3
1719,185,23,4,4
1865,2,29,34,30
304,73,3,2,2
1274,164,16,4,4
383,47,5,2,2
266,46,4,1,2
1440,19,22,4,3
534,82,6,2,3
1258,78,17,3,3
1469,137,19,3,3
1515,145,20,3,3
1823,78,25,3,3
1327,119,18,3,3
1402,47,19,2,3
967,189,12,3,4
1102,31,15,3,2
1141,50,16,2,2
1205,79,16,3,2
746,169,9,3,4
1940,154,26,4,4
60,196,0,3,4
622,156,7,3,4
1155,55,16,3,2
141,77,1,1,1
501,71,6,2,2
1577,198,19,4,5
469,151,5,3,3
1118,186,13,4,4
1815,95,25,3,3
1680,169,21,3,5
402,70,5,2,2
918,74,13,2,3
1120,57,16,2,3
1837,127,25,3,4
1029,32,14,2,3
1264,103,16,3,3
634,32,9,2,2
289,199,1,4,4
341,145,3,3,3
1394,104,18,3,3
737,53,9,1,1
252,186,1,3,3
1210,197,14,4,5
311,53,4,2,1
548,143,6,3,3
362,115,4,2,3
1541,118,20,3,3
1488,186,19,3,4
601,15,9,3,2
30,67,0,2,1
340,10,5,2,1
1702,95,23,3,3
960,79,13,3,2
641,6,10,5,4
1739,175,22,3,4
189,25,2,1,1
501,183,4,4,4
877,155,10,4,3
400,9,6,2,3
1589,193,20,4,4
1607,105,21,3,4
645,157,7,3,3
657,22,10,2,2
1889,186,24,4,4
925,21,14,3,2
1791,154,23,3,5
277,171,2,3,3
1013,153,12,3,3
1062,3,17,13,11
267,99,3,2,2
197,40,2,1,1
64,151,0,2,3
1722,120,23,4,3
578,77,7,2,2
473,93,5,2,2
1132,177,13,4,4
450,73,5,2,2
553,177,6,3,4
1486,96,20,11,5
381,110,4,3,3
812,121,10,2,3
1262,103,26,4,3
998,3,16,13,11
1395,172,18,4,4
226,159,1,3,4
774,128,9,3,3
1938,199,25,4,4
844,49,11,2,2
344,141,3,2,3
1041,26,15,3,2
550,133,6,3,3
1284,10,20,6,5
761,200,8,4,4
289,127,2,3,3
1309,107,18,3,3
1938,158,25,4,4
1951,151,26,4,4
406,33,6,1,1
738,17,11,3,2
519,152,5,3,4
1401,29,20,3,3
1454,103,19,3,3
1877,88,26,3,3
421,199,3,4,4
537,124,7,2,3
564,122,6,3,3
174,43,2,1,1
1532,177,20,3,5
562,198,5,4,4
1675,21,26,4,4
1303,101,17,3,2
1061,193,13,3,4
64,44,0,1,1
186,175,0,3,4
467,124,5,2,2
714,154,8,3,4
1917,108,25,3,4
823,155,10,3,3
937,87,13,2,3
131,82,0,2,2
143,84,1,2,2
566,116,7,2,2
678,60,9,2,2
1160,186,14,4,5
732,75,10,2,2
987,125,13,3,3
1137,18,18,4,3
633,111,7,2,3
1628,75,22,3,3
1939,173,25,4,4
958,65,13,2,2
1781,126,24,3,4
1617,7,25,9,8
515,27,7,2,1
630,168,7,3,4
1786,14,30,6,5
1275,125,17,3,3
755,48,10,2,2
1896,136,25,4,4
285,34,4,1,1
1876,121,26,3,4
261,147,2,3,3
27,3,0,1,1
878,177,10,3,4
425,98,5,2,3
1456,110,19,3,4
1487,99,20,3,3
1240,68,17,3,2
1461,40,20,2,2
1656,175,21,4,4
1197,91,16,2,3
1010,90,14,2,3
610,183,6,3,4
1111,31,16,3,2
493,180,4,3,3
152,165,0,3,3
282,93,3,2,2
400,39,6,1,2
1178,2,18,22,19
789,18,12,2,2
908,97,12,3,2
1464,95,20,3,3
351,137,3,2,3
851,28,12,2,2
747,10,12,4,3
158,97,1,2,2
1135,55,15,2,2
661,82,8,2,3
1438,85,19,3,3
418,28,6,1,2
711,144,8,3,3
1551,18,24,4,3
660,155,7,3,4
1413,171,18,4,4
297,57,3,2,2
900,65,12,2,2
92,15,2,1,1
999,80,14,2,2
1304,119,17,3,3
88,137,0,2,3
312,180,2,3,4
273,169,2,3,3
1674,44,24,3,3
1812,52,25,3,3
725,109,9,3,3
1755,161,23,3,4
1918,88,27,3,3
698,96,9,2,3
836,103,11,3,3
213,178,1,3,3
1704,200,22,4,5
1749,60,24,3,3
1620,28,23,3,4
14,37,0,1,1
1401,112,18,3,4
637,50,9,1,2
197,136,2,2,3
64,55,0,1,2
1386,112,18,3,3
1006,200,12,3,4
932,69,12,3,2
1599,40,22,3,3
667,173,7,3,4
369,70,4,1,2
